"sample_id","true_label","k=3","k=4","k=5","k=6","k=7"
"F736","Normal","1","2","5","3","6"
"F737","LumA","1","2","5","3","6"
"F738","LumB","1","1","3","1","7"
"F739","LumB","3","4","4","6","1"
"F740","Basal","2","3","2","2","4"
"F741","Normal","1","2","5","4","5"
"F742","LumB","1","2","3","1","7"
"F743","LumB","3","4","4","5","3"
"F744","LumA","1","2","5","5","3"
"F745","LumA","3","4","4","6","2"
"F746","Basal","2","3","2","2","4"
"F747","LumB","3","1","3","5","3"
"F748","Normal","1","1","1","4","5"
"F749","LumA","1","2","5","3","6"
"F750","LumA","1","2","3","1","7"
"F751","Normal","1","2","5","3","6"
"F752","Her2","2","1","1","4","5"
"F753","LumA","1","2","5","3","6"
"F754","LumA","3","4","4","6","1"
"F755","Normal","1","1","1","4","5"
"F756","LumB","3","1","1","5","3"
"F757","LumA","1","2","3","1","7"
"F758","Her2","2","1","1","4","5"
"F759","LumB","3","4","4","6","2"
"F760","LumA","1","2","5","3","6"
"F761","Basal","2","3","2","2","4"
"F762","LumB","3","4","4","6","2"
"F763","Basal","2","3","2","2","4"
"F764","Normal","1","2","5","3","6"
"F765","LumB","3","4","4","6","2"
"F766","Basal","2","3","2","2","4"
"F767","LumB","3","4","4","6","2"
"F768","Normal","1","2","5","3","6"
"F769","Her2","2","1","1","4","5"
"F770","Normal","1","2","5","5","3"
"F771","LumA","1","2","5","3","6"
"F772","LumA","1","2","3","1","7"
"F773","LumA","1","2","5","3","6"
"F774","LumA","3","4","4","6","2"
"F775","LumA","1","2","5","3","7"
"F776","LumA","3","4","3","1","7"
"F777","LumA","1","1","1","4","3"
"F778","LumA","3","4","4","6","2"
"F779","LumB","3","4","3","1","7"
"F780","LumA","3","4","4","6","2"
"F781","Normal","1","2","5","3","6"
"F782","LumA","1","2","5","3","6"
"F783","LumA","3","4","3","1","7"
"F784","Basal","2","3","2","2","4"
"F785","Basal","2","3","2","2","4"
"F786","LumA","1","2","3","5","3"
"F787","LumB","3","1","1","5","3"
"F788","LumA","3","4","3","1","7"
"F789","LumB","3","4","4","5","1"
"F790","LumB","3","1","1","5","3"
"F791","LumA","1","2","5","3","6"
"F792","LumA","3","4","4","6","2"
"F793","LumB","3","4","4","6","2"
"F794","LumB","3","4","4","6","1"
"F795","Her2","2","1","1","5","3"
"F796","LumB","3","4","3","1","7"
"F797","Her2","2","1","1","4","5"
"F798","LumA","1","2","5","3","6"
"F799","LumA","1","2","5","3","6"
"F800","LumA","3","4","4","6","2"
"F801","Basal","2","3","2","2","4"
"F802","LumB","3","4","4","6","2"
"F803","LumA","1","2","5","3","6"
"F804","LumB","3","4","3","1","7"
"F805","Normal","1","2","5","3","6"
"F806","Basal","2","3","2","2","4"
"F807","Basal","2","3","2","2","4"
"F808","Her2","1","2","3","1","7"
"F809","Basal","2","3","2","2","4"
"F810","LumA","1","2","3","1","7"
"F811","LumA","3","4","3","1","7"
"F812","LumA","1","2","3","5","3"
"F813","Basal","2","3","2","2","4"
"F814","LumB","3","4","4","6","1"
"F815","Her2","2","1","1","4","5"
"F816","LumA","3","4","4","6","1"
"F817","LumA","1","2","3","1","7"
"F818","Normal","1","2","5","3","6"
"F819","Her2","2","1","1","4","5"
"F820","LumB","2","1","1","5","3"
"F821","LumA","3","4","4","6","2"
"F822","LumA","1","2","5","3","6"
"F823","LumA","1","2","5","3","6"
"F824","LumA","3","4","4","6","2"
"F825","LumB","3","4","4","6","1"
"F826","LumA","1","2","5","3","7"
"F827","Basal","2","1","3","1","7"
"F828","LumA","1","2","5","3","6"
"F829","LumB","1","2","3","1","7"
"F830","Her2","2","1","1","4","5"
"F831","LumB","3","4","3","1","7"
"F832","LumB","3","4","3","5","1"
"F833","LumA","3","4","3","1","7"
"F834","LumA","1","2","5","3","6"
"F835","LumA","3","4","4","6","1"
"F836","Her2","3","1","1","5","3"
"F837","LumB","1","1","3","1","7"
"F838","LumA","1","2","3","1","7"
"F839","LumA","1","2","5","3","6"
"F840","LumA","1","2","5","3","6"
"F841","LumA","1","2","3","1","7"
"F842","LumB","3","4","4","6","2"
"F843","LumA","1","2","5","5","3"
"F844","LumA","1","2","3","1","7"
"F845","Her2","2","1","1","4","5"
"F846","LumA","3","4","4","6","2"
"F847","LumB","3","4","4","5","3"
"F848","Basal","2","3","2","2","4"
"F849","Basal","2","3","2","2","4"
"F850","LumA","3","4","3","5","7"
"F851","LumB","3","4","4","6","1"
"F852","Her2","2","1","1","4","5"
"F853","LumA","1","2","5","3","6"
"F854","LumB","1","2","3","1","7"
"F855","LumA","1","2","5","3","6"
"F856","Her2","1","1","1","4","5"
"F857","LumA","3","4","4","6","2"
"F858","Basal","2","3","2","2","4"
"F859","Her2","1","1","3","1","7"
"F860","Normal","1","2","5","3","6"
"F861","LumB","3","4","4","5","1"
"F862","Normal","1","2","5","3","6"
"F863","LumB","3","4","4","6","1"
"F864","LumA","1","2","5","3","6"
"F865","LumA","1","2","5","3","6"
"F866","Her2","2","1","1","4","5"
"F867","LumA","1","2","3","1","7"
"F868","LumB","3","4","4","6","1"
"F869","LumB","3","4","3","1","7"
"F870","LumA","1","2","5","3","6"
"F871","Normal","1","2","5","3","6"
"F872","LumA","1","1","1","5","3"
"F873","Basal","2","3","2","2","4"
"F874","LumA","1","2","5","5","3"
"F875","Basal","2","3","2","2","4"
"F876","LumB","1","1","1","5","3"
"F877","Her2","1","1","1","5","3"
"F878","Her2","1","1","1","4","5"
"F879","Normal","1","2","5","3","6"
"F880","LumB","1","1","1","5","3"
"F881","LumA","1","2","3","1","7"
"F882","Basal","2","3","2","2","4"
"F883","LumA","1","2","5","3","6"
"F884","Basal","2","3","2","2","4"
"F885","LumA","1","2","3","1","7"
"F886","Her2","1","1","5","5","3"
"F887","Her2","3","1","1","5","3"
"F888","Her2","2","1","1","5","3"
"F889","LumA","1","2","5","3","6"
"F890","Basal","1","1","1","4","6"
"F891","LumA","1","2","5","3","6"
"F892","LumA","1","2","5","3","6"
"F893","Normal","1","1","1","4","5"
"F894","LumA","1","2","5","3","6"
"F895","Basal","2","3","2","2","4"
"F896","LumA","3","4","3","1","7"
"F897","LumA","1","2","5","3","6"
"F898","LumB","3","4","4","6","1"
"F899","LumB","1","1","3","1","7"
"F900","LumA","1","2","5","3","6"
"F901","LumA","3","4","4","6","2"
"F902","Her2","2","1","1","4","5"
"F903","Her2","2","1","1","4","5"
"F904","Basal","2","3","2","2","4"
"F905","Basal","2","3","2","2","4"
"F906","LumA","3","4","4","6","1"
"F907","LumA","3","4","4","6","2"
"F908","LumA","1","2","3","1","7"
"F909","Normal","1","2","5","3","6"
"F910","LumB","3","4","3","1","7"
"F911","LumB","1","2","3","1","7"
"F912","LumA","1","1","1","5","3"
"F913","LumA","3","4","3","1","7"
"F914","LumB","3","4","4","6","1"
"F915","LumA","3","4","4","6","2"
"F916","Basal","2","3","2","2","4"
"F917","LumA","1","2","5","3","6"
"F918","LumB","3","4","4","6","1"
"F919","LumA","1","2","5","3","6"
"F920","LumB","3","4","3","5","3"
"F921","Basal","2","3","2","2","4"
"F922","LumB","3","4","4","6","2"
"F923","LumA","1","2","3","1","7"
"F924","LumA","1","2","3","1","7"
"F925","Basal","2","1","1","4","5"
"F926","Normal","1","2","5","3","6"
"F927","Basal","2","3","2","2","4"
"F928","LumA","3","4","4","6","2"
"F929","LumA","1","2","5","3","6"
"F930","Her2","2","1","1","4","5"
"F931","LumB","3","4","3","5","3"
"F932","Her2","2","1","1","4","5"
"F933","LumA","3","4","3","1","7"
"F934","LumA","1","2","3","1","7"
"F935","LumA","1","2","5","5","3"
"F936","LumA","1","2","5","3","6"
"F937","LumB","3","4","3","1","7"
"F938","Normal","1","2","5","3","6"
"F939","LumA","1","2","5","1","7"
"F940","LumB","3","4","4","6","1"
"F941","Normal","1","2","5","3","6"
"F942","Her2","2","1","1","4","5"
"F943","LumA","3","4","4","6","1"
"F944","LumB","2","1","1","5","3"
"F945","LumA","1","2","5","3","6"
"F946","LumA","3","4","4","1","1"
"F947","LumB","3","4","4","6","1"
"F948","Her2","2","1","1","4","5"
"F949","LumA","1","2","3","1","7"
"F950","LumA","1","2","5","3","6"
"F951","LumA","1","2","5","3","6"
"F952","LumA","1","1","1","5","3"
"F953","Basal","2","3","2","2","4"
"F954","LumA","1","1","3","5","3"
"F955","LumA","1","2","5","3","6"
"F956","Her2","1","1","1","4","5"
"F957","LumA","3","4","3","1","7"
"F958","LumA","3","4","4","6","2"
"F959","LumB","3","4","4","5","3"
"F960","LumA","1","2","5","3","6"
"F961","LumA","1","2","3","1","7"
"F962","Basal","2","3","2","2","4"
"F963","LumB","2","1","1","5","3"
"F964","LumA","1","2","5","3","7"
"F965","Basal","2","3","2","2","4"
"F966","LumA","1","2","5","3","6"
"F967","Her2","2","1","1","4","5"
"F968","LumA","1","2","3","1","7"
"F969","Her2","2","1","1","4","5"
"F970","LumB","3","4","4","5","3"
"F971","Normal","1","2","5","3","6"
"F972","LumA","1","1","1","5","3"
"F973","LumA","3","4","4","6","2"
"F974","Normal","1","2","5","3","6"
"F975","LumB","3","4","3","1","7"
"F976","Normal","1","2","5","3","6"
"F977","Basal","2","3","2","2","4"
"F978","Basal","2","3","2","2","4"
"F979","LumA","1","2","3","1","7"
"F980","LumA","1","2","5","3","6"
"F981","LumA","1","2","5","3","6"
"F982","Her2","3","4","3","1","7"
"F983","Her2","2","1","1","4","5"
"F984","LumA","1","2","5","3","6"
"F985","Basal","2","3","2","2","4"
"F986","Basal","2","3","2","2","4"
"F987","LumA","3","4","4","6","2"
"F988","LumA","1","2","5","3","6"
"F989","LumA","1","2","5","3","6"
"F990","Basal","2","3","2","2","4"
"F991","LumA","1","2","5","1","7"
"F992","LumB","3","4","4","5","1"
"F993","Normal","1","2","5","3","6"
"F994","LumA","3","4","4","6","2"
"F995","LumB","3","4","4","6","1"
"F996","LumB","3","4","4","6","1"
"F997","LumA","1","2","5","3","6"
"F998","LumB","2","3","2","2","4"
"F999","Basal","2","3","2","2","4"
"F1000","LumB","3","4","3","1","1"
"F1001","LumA","1","2","5","3","6"
"F1002","LumB","1","1","1","3","3"
"F1003","LumA","1","2","3","1","7"
"F1004","Basal","2","3","2","2","4"
"F1005","LumA","1","2","5","3","6"
"F1006","LumA","1","2","5","3","6"
"F1007","LumA","1","2","5","3","6"
"F1008","LumA","1","2","5","3","6"
"F1009","LumB","1","1","1","5","3"
"F1010","LumB","3","4","4","6","2"
"F1011","LumB","3","4","4","6","2"
"F1012","Basal","2","3","2","2","4"
"F1013","Normal","1","2","5","3","6"
"F1014","LumA","1","2","5","3","6"
"F1015","Basal","2","3","2","2","4"
"F1016","LumA","3","4","3","1","7"
"F1017","LumA","1","1","1","4","5"
"F1018","LumA","1","2","5","3","6"
"F1019","LumA","1","2","5","3","6"
"F1020","LumA","1","2","5","3","6"
"F1021","LumA","3","4","4","1","7"
"F1022","LumB","1","1","1","5","3"
"F1023","LumA","1","2","5","3","6"
"F1024","LumA","1","2","5","3","6"
"F1025","LumB","3","4","4","6","1"
"F1026","LumA","1","2","5","3","6"
"F1027","LumA","1","2","3","1","7"
"F1028","LumA","1","2","3","1","7"
"F1029","LumB","3","4","4","6","1"
"F1030","LumA","1","2","5","5","6"
"F1031","LumA","3","4","3","1","7"
"F1032","LumA","1","2","3","1","7"
"F1033","LumA","1","2","5","3","6"
"F1034","LumA","3","4","3","1","1"
"F1035","LumB","3","1","1","5","3"
"F1036","LumA","1","2","5","3","6"
"F1037","LumA","1","2","5","3","6"
"F1038","Normal","1","2","5","3","6"
"F1039","Normal","1","2","5","3","6"
"F1040","LumA","1","2","3","1","7"
"F1041","Normal","1","2","5","3","6"
"F1042","LumA","1","2","3","1","7"
"F1043","LumA","1","2","5","3","6"
"F1044","LumA","1","2","3","1","7"
"F1045","LumA","3","4","4","6","1"
"F1046","Normal","1","2","5","3","6"
"F1047","LumB","3","4","4","6","2"
"F1048","Basal","2","3","2","2","4"
"F1049","Basal","2","3","2","2","4"
"F1050","Normal","1","2","5","3","6"
"F1051","LumA","1","2","3","1","7"
"F1052","LumA","3","4","4","6","2"
"F1053","LumA","1","2","5","3","6"
"F1054","LumA","1","2","5","3","6"
"F1055","Her2","1","1","1","4","5"
"F1056","LumB","3","4","4","6","1"
"F1057","LumB","2","1","1","4","3"
"F1058","LumA","1","2","3","1","7"
"F1059","LumA","1","2","5","3","7"
"F1060","LumB","3","4","4","5","1"
"F1061","Basal","2","3","2","2","4"
"F1062","LumA","1","2","5","3","6"
"F1063","LumB","2","3","2","2","4"
"F1064","LumA","1","2","5","3","6"
"F1065","LumA","1","2","3","1","7"
"F1066","LumA","1","2","5","3","6"
"F1067","LumA","3","4","3","1","7"
"F1068","LumB","3","1","3","1","7"
"F1069","LumA","1","2","5","3","6"
"F1070","LumB","1","1","1","5","3"
"F1071","Normal","1","2","5","3","6"
"F1072","Her2","2","1","1","4","5"
"F1073","Normal","1","2","5","3","6"
"F1074","LumA","3","4","3","1","7"
"F1075","LumA","1","2","5","3","6"
"F1076","Her2","2","1","1","4","5"
"F1077","Her2","1","2","5","3","6"
"F1078","LumA","1","2","5","5","3"
"F1079","LumA","3","4","3","1","2"
"F1080","LumA","3","4","3","6","2"
"F1081","LumB","3","1","1","5","3"
"F1082","LumA","1","2","5","3","6"
"F1083","Basal","2","3","2","2","4"
"F1084","Her2","1","1","1","4","5"
"F1085","Basal","2","3","2","2","4"
"F1086","Normal","1","1","1","4","5"
"F1087","Basal","2","3","2","2","4"
"F1088","Basal","2","3","2","2","4"
"F1089","LumA","3","4","4","6","2"
"F1090","LumB","3","4","4","6","1"
"F1091","LumA","3","4","3","1","7"
"F1092","Normal","1","1","5","3","6"
"F1093","LumA","1","2","3","1","7"
"F1094","Basal","2","3","2","2","4"
"F1095","LumB","3","1","1","5","3"
"F1096","LumB","3","1","3","1","7"
"F1097","Her2","2","1","1","4","5"
"F1098","LumB","3","4","4","6","2"
"F1099","LumA","3","4","4","6","2"
"F1100","LumB","3","4","4","6","2"
"F1101","LumB","3","1","1","5","3"
"F1102","LumA","3","4","4","6","2"
"F1103","LumA","1","2","3","1","7"
"F1104","LumA","1","2","5","3","6"
"F1105","LumA","1","2","5","3","6"
"F1106","Normal","1","2","5","3","6"
"F1107","LumA","1","2","5","3","6"
"F1108","Normal","1","2","5","3","6"
"F1109","LumA","1","2","5","3","6"
"F1110","LumB","3","4","4","5","3"
"F1111","LumA","3","4","3","1","7"
"F1112","LumA","3","4","3","1","7"
"F1113","Normal","1","2","5","3","6"
"F1114","LumB","1","1","3","5","3"
"F1115","LumA","1","2","5","3","6"
"F1116","Normal","1","2","5","3","6"
"F1117","Normal","1","2","5","3","6"
"F1118","Her2","2","1","1","4","3"
"F1119","LumA","3","4","3","1","2"
"F1120","LumA","1","2","3","1","7"
"F1121","Normal","1","2","5","3","6"
"F1122","Basal","2","3","2","2","4"
"F1123","LumA","1","2","5","3","6"
"F1124","Basal","2","3","2","2","4"
"F1125","LumA","1","2","5","3","6"
"F1126","Normal","1","2","5","3","6"
"F1127","LumA","3","4","3","1","7"
"F1128","LumB","3","4","3","1","7"
"F1129","Normal","1","2","5","3","6"
"F1130","LumA","1","2","5","3","6"
"F1131","LumA","3","4","4","6","2"
"F1132","LumA","3","4","3","1","7"
"F1133","LumB","3","4","3","1","7"
"F1134","LumA","1","2","5","3","6"
"F1135","Normal","1","2","5","3","6"
"F1136","LumA","1","2","5","3","6"
"F1137","Normal","2","1","1","4","5"
"F1138","LumA","3","4","4","6","2"
"F1139","LumA","1","2","5","3","6"
"F1140","LumA","3","4","4","6","2"
"F1141","LumA","3","4","3","1","7"
"F1142","Her2","2","3","2","2","4"
"F1143","Her2","2","1","1","4","5"
"F1144","LumA","1","2","5","3","6"
"F1145","LumA","3","4","4","6","1"
"F1146","LumA","1","2","5","3","6"
"F1147","Basal","2","3","2","2","4"
"F1148","LumA","1","2","3","1","7"
"F1149","Normal","1","2","5","3","6"
"F1150","LumB","1","2","5","3","6"
"F1151","Her2","1","1","1","4","5"
"F1152","LumA","1","2","3","1","7"
"F1153","LumA","3","4","5","5","3"
"F1154","LumA","1","2","5","3","6"
"F1155","LumA","3","4","3","1","7"
"F1156","LumA","1","2","3","1","7"
"F1157","LumA","1","2","5","3","6"
"F1158","LumA","3","4","4","6","2"
"F1159","Basal","2","1","1","5","3"
"F1160","Basal","1","2","5","3","6"
"F1161","Her2","2","1","1","5","3"
"F1162","LumA","3","4","4","6","1"
"F1163","Her2","2","1","1","4","5"
"F1164","LumA","3","4","4","6","2"
"F1165","LumA","1","2","3","1","7"
"F1166","LumA","1","2","3","1","7"
"F1167","LumA","2","1","1","4","5"
"F1168","LumB","3","4","4","6","1"
"F1169","LumA","3","4","3","1","7"
"F1170","Her2","1","1","1","5","3"
"F1171","LumA","1","2","5","3","7"
"F1172","LumA","1","2","5","3","6"
"F1173","LumA","1","2","3","1","7"
"F1174","Her2","2","1","1","4","5"
"F1175","LumB","3","4","3","1","7"
"F1176","LumA","1","2","5","3","6"
"F1177","LumA","1","2","3","1","7"
"F1178","LumA","1","2","3","1","7"
"F1179","LumA","1","1","1","4","5"
"F1180","LumA","3","4","3","1","7"
"F1181","LumA","1","2","5","3","7"
"F1182","LumA","1","2","5","3","6"
"F1183","Basal","2","3","2","2","4"
"F1184","LumA","1","2","5","3","6"
"F1185","LumA","3","4","3","1","7"
"F1186","LumB","3","1","1","5","3"
"F1187","Her2","1","2","3","1","7"
"F1188","LumA","1","2","5","3","6"
"F1189","LumA","1","2","5","5","3"
"F1190","LumA","3","4","3","1","7"
"F1191","LumA","1","2","5","3","6"
"F1192","Normal","1","1","5","3","6"
"F1193","LumA","3","4","4","5","3"
"F1194","LumA","3","4","3","1","7"
"F1195","LumA","3","1","1","5","3"
"F1196","Basal","2","3","2","2","4"
"F1197","Her2","2","1","1","4","5"
"F1198","LumA","1","2","5","3","6"
"F1199","LumB","3","1","1","5","3"
"F1200","LumA","1","2","5","3","6"
"F1201","LumA","1","2","5","3","6"
"F1202","LumA","1","2","5","3","6"
"F1203","LumA","1","2","5","3","6"
"F1204","LumB","3","4","4","6","1"
"F1205","Normal","2","1","1","4","5"
"F1206","LumA","1","2","5","3","6"
"F1207","LumA","3","4","4","6","2"
"F1208","Basal","2","3","2","2","4"
"F1209","Her2","2","1","1","4","5"
"F1210","Her2","2","1","1","4","3"
"F1211","LumA","1","2","3","1","7"
"F1212","LumA","3","4","4","6","2"
"F1213","Her2","2","1","1","4","5"
"F1214","LumB","3","4","4","6","1"
"F1215","LumB","1","2","3","1","7"
"F1216","LumA","1","2","5","3","6"
"F1217","LumA","1","2","3","1","7"
"F1218","LumA","3","4","3","1","7"
"F1219","Normal","1","2","5","3","6"
"F1220","LumB","3","1","1","5","3"
"F1221","Basal","2","3","2","2","4"
"F1222","LumA","1","2","3","1","7"
"F1223","Her2","2","1","1","4","5"
"F1224","LumB","3","4","4","5","1"
"F1225","LumB","3","1","3","1","7"
"F1226","LumA","3","4","3","1","7"
"F1227","LumA","3","4","3","1","7"
"F1228","LumB","2","1","1","5","3"
"F1229","Normal","2","1","1","4","5"
"F1230","LumA","1","2","5","3","6"
"F1231","Basal","2","3","2","2","4"
"F1232","LumB","3","1","1","5","3"
"F1233","Normal","1","2","5","3","6"
"F1234","LumA","1","2","3","1","7"
"F1235","LumA","3","4","3","5","1"
"F1236","LumB","1","1","1","5","3"
"F1237","LumB","3","4","4","6","1"
"F1238","Basal","2","3","2","2","4"
"F1239","Her2","2","1","1","4","5"
"F1240","LumA","1","2","5","3","6"
"F1241","Basal","2","3","2","2","4"
"F1242","LumA","1","2","3","1","7"
"F1243","Her2","3","1","3","4","5"
"F1244","LumB","3","4","4","6","1"
"F1245","LumA","1","2","5","3","6"
"F1246","LumB","3","4","3","1","7"
"F1247","LumA","1","2","3","1","7"
"F1248","Her2","1","1","1","5","3"
"F1249","Normal","1","2","5","3","6"
"F1250","LumB","3","4","4","6","2"
"F1251","Basal","2","3","2","2","4"
"F1252","LumB","3","4","4","6","2"
"F1253","LumA","1","2","5","3","6"
"F1254","LumA","3","4","3","1","7"
"F1255","LumA","1","2","3","1","7"
"F1256","LumA","1","2","3","1","7"
"F1257","LumA","1","2","5","3","6"
"F1258","Her2","1","1","1","4","5"
"F1259","LumA","1","2","5","3","6"
"F1260","Her2","2","1","1","4","5"
"F1261","LumA","1","2","3","1","7"
"F1262","LumB","1","2","3","1","7"
"F1263","Basal","1","1","1","5","3"
"F1264","LumA","1","2","3","1","7"
"F1265","LumB","1","1","1","5","3"
"F1266","LumA","1","2","3","1","7"
"F1267","LumA","1","2","5","3","6"
"F1268","Basal","2","3","2","2","4"
"F1269","Normal","1","2","5","3","6"
"F1270","LumA","1","2","5","3","6"
"F1271","LumB","3","4","4","6","1"
"F1272","LumA","3","4","3","1","7"
"F1273","LumA","1","2","3","1","7"
"F1274","LumA","1","2","5","3","6"
"F1275","Normal","2","1","1","2","4"
"F1276","Her2","2","1","1","4","5"
"F1277","LumA","3","4","3","1","7"
"F1278","LumB","3","1","1","5","3"
"F1279","LumA","1","2","3","1","7"
"F1280","LumA","3","4","4","6","2"
"F1281","LumB","3","4","4","6","1"
"F1282","LumA","1","2","3","1","7"
"F1283","LumB","3","4","3","5","3"
"F1284","LumA","1","2","5","3","6"
"F1285","LumA","1","2","3","1","7"
"F1286","Basal","2","3","2","2","4"
"F1287","LumA","1","2","3","1","7"
"F1288","LumB","3","4","3","1","1"
"F1289","LumA","1","2","5","3","6"
"F1290","Normal","1","2","5","3","6"
"F1291","Basal","2","3","2","2","4"
"F1292","Her2","2","1","1","4","5"
"F1293","LumB","3","4","4","6","1"
"F1294","Her2","2","1","1","4","5"
"F1295","Her2","1","1","1","5","3"
"F1296","LumA","1","2","5","3","6"
"F1297","LumA","1","2","5","3","6"
"F1298","Basal","2","3","2","2","4"
"F1299","LumB","2","3","2","2","4"
"F1300","Basal","2","3","2","2","4"
"F1301","LumB","3","1","3","1","7"
"F1302","Her2","2","1","1","4","5"
"F1303","LumA","1","2","5","5","3"
"F1304","Basal","2","3","2","2","4"
"F1305","LumB","3","4","4","6","1"
"F1306","Basal","2","1","1","4","5"
"F1307","LumA","1","2","5","3","6"
"F1308","LumB","3","4","4","6","1"
"F1309","LumA","1","2","5","3","6"
"F1310","LumB","3","4","4","6","1"
"F1311","LumA","1","2","3","1","7"
"F1312","LumA","1","2","5","3","6"
"F1313","LumA","1","2","3","1","7"
"F1314","Normal","1","2","5","3","6"
"F1315","LumA","1","2","5","3","6"
"F1316","LumB","3","4","4","6","1"
"F1317","LumA","1","2","5","3","3"
"F1318","LumB","3","4","4","5","1"
"F1319","LumA","3","4","4","6","2"
"F1320","LumA","3","1","1","5","3"
"F1321","Her2","1","1","1","4","5"
"F1322","LumB","3","4","3","1","7"
"F1323","Normal","1","2","5","3","6"
"F1324","LumA","1","2","5","3","6"
"F1325","LumA","1","2","5","3","6"
"F1326","Basal","2","3","2","2","4"
"F1327","LumA","1","2","3","1","7"
"F1328","LumA","1","2","3","1","7"
"F1329","LumA","3","4","3","1","7"
"F1330","LumA","1","2","5","3","6"
"F1331","LumA","3","4","3","1","7"
"F1332","LumA","1","2","5","3","6"
"F1333","LumA","1","2","5","3","6"
"F1334","LumA","1","2","5","3","6"
"F1335","Basal","2","3","2","2","4"
"F1336","Her2","2","1","1","4","5"
"F1337","LumB","3","4","3","1","7"
"F1338","LumB","1","2","3","1","7"
"F1339","LumB","2","1","1","5","3"
"F1340","LumB","3","1","1","5","3"
"F1341","LumA","1","2","3","1","7"
"F1342","LumA","3","4","4","6","1"
"F1343","LumA","1","2","5","3","6"
"F1344","LumA","1","2","5","3","6"
"F1345","Normal","1","2","5","3","6"
"F1346","LumA","3","4","3","1","7"
"F1347","LumA","1","2","5","3","6"
"F1348","LumA","1","2","5","3","7"
"F1349","LumA","1","2","5","3","6"
"F1350","LumA","1","2","5","3","6"
"F1351","LumA","1","2","5","3","7"
"F1352","LumB","3","4","4","6","2"
"F1353","Normal","1","2","5","3","6"
"F1354","Normal","1","2","5","3","6"
"F1355","LumB","3","4","4","6","1"
"F1356","Normal","1","2","5","3","6"
"F1357","LumA","1","2","3","1","7"
"F1358","LumB","3","4","3","1","7"
"F1359","LumA","3","4","3","1","7"
"F1360","LumA","3","4","3","1","7"
"F1361","LumA","3","4","3","1","7"
"F1362","LumA","3","4","4","5","1"
"F1363","LumA","1","2","5","3","6"
"F1364","LumA","1","2","5","3","6"
"F1365","LumA","3","4","4","6","2"
"F1366","LumB","3","4","4","6","2"
"F1367","Basal","2","1","1","4","5"
"F1368","LumA","1","2","5","3","6"
"F1369","LumA","1","2","5","3","6"
"F1370","LumA","1","2","5","3","6"
"F1371","LumA","1","2","5","3","6"
"F1372","LumA","1","2","3","1","7"
"F1373","LumA","1","1","1","5","3"
"F1374","LumB","3","4","4","6","1"
"F1375","Normal","1","2","5","3","6"
"F1376","LumB","3","1","3","5","1"
"F1377","Basal","2","3","2","2","4"
"F1378","LumA","1","2","5","3","6"
"F1379","Basal","2","3","2","2","4"
"F1380","LumA","1","2","5","3","6"
"F1381","LumA","3","4","4","6","2"
"F1382","LumA","1","2","5","3","6"
"F1383","LumA","1","2","5","3","6"
"F1384","LumA","1","2","5","3","6"
"F1385","LumB","1","1","1","5","3"
"F1386","LumA","1","2","5","3","6"
"F1387","LumB","3","4","3","5","3"
"F1388","Basal","1","1","1","5","3"
"F1389","LumB","3","4","4","6","1"
"F1390","LumB","1","1","3","1","7"
"F1391","LumA","3","4","3","1","7"
"F1392","LumA","1","2","5","1","7"
"F1393","LumB","3","4","4","5","1"
"F1394","LumA","1","1","1","5","3"
"F1395","LumA","1","2","3","1","7"
"F1396","LumB","3","4","4","6","1"
"F1397","Normal","1","1","5","5","3"
"F1398","LumA","1","2","5","3","6"
"F1399","LumB","3","4","4","5","1"
"F1400","LumA","1","2","5","3","6"
"F1401","LumB","3","4","4","5","1"
"F1402","LumA","1","2","5","3","6"
"F1403","LumA","1","2","5","3","6"
"F1404","LumA","1","2","3","1","7"
"F1405","LumB","3","4","4","5","1"
"F1406","LumB","3","1","3","1","7"
"F1407","LumB","3","4","4","6","1"
"F1408","Basal","2","3","2","2","4"
"F1409","Her2","3","1","1","4","5"
"F1410","LumA","1","2","3","1","7"
"F1411","LumA","1","2","5","3","6"
"F1412","LumB","3","1","1","5","3"
"F1413","LumA","1","2","3","1","7"
"F1414","LumA","3","4","3","1","7"
"F1415","LumB","3","4","4","6","1"
"F1416","LumA","3","4","3","1","7"
"F1417","LumA","3","4","4","6","2"
"F1418","LumB","3","4","4","5","3"
"F1419","Her2","2","1","1","4","5"
"F1420","LumA","1","2","3","1","7"
"F1421","LumA","1","2","5","3","6"
"F1422","LumA","1","1","1","5","3"
"F1423","LumA","1","2","3","1","7"
"F1424","LumB","1","1","1","5","3"
"F1425","Her2","2","1","1","4","5"
"F1426","LumA","3","2","5","5","3"
"F1427","LumA","1","2","3","1","7"
"F1428","LumA","1","1","3","1","7"
"F1429","LumB","1","2","3","5","3"
"F1430","LumB","3","4","4","6","1"
"F1431","LumB","3","4","3","1","7"
"F1432","LumA","1","2","3","1","7"
"F1433","LumB","3","4","4","5","1"
"F1434","LumB","3","4","4","6","1"
"F1435","Basal","2","3","2","2","4"
"F1436","LumA","3","4","3","5","3"
"F1437","LumB","3","1","1","5","3"
"F1438","Her2","2","1","1","4","5"
"F1439","Normal","1","2","5","3","6"
"F1440","LumA","1","2","3","1","7"
"F1441","Her2","1","1","3","1","7"
"F1442","LumA","3","4","3","1","7"
"F1443","Her2","2","1","1","4","5"
"F1444","LumB","3","1","4","5","1"
"F1445","LumA","1","2","3","1","7"
"F1446","LumA","3","4","4","6","2"
