"sample_id","true_label","k=3","k=4","k=5","k=6","k=7"
"F2822","LumA","1","2","5","3","6"
"F2823","LumA","3","4","4","5","1"
"F2824","LumA","1","2","5","3","6"
"F2825","LumB","3","1","1","5","3"
"F2826","LumA","1","2","3","1","7"
"F2827","LumA","3","4","3","1","7"
"F2828","LumB","3","4","4","6","2"
"F2829","LumA","3","4","3","1","7"
"F2830","LumB","3","4","4","6","2"
"F2831","LumA","1","2","5","3","6"
"F2832","LumA","3","4","4","6","1"
"F2833","LumA","3","4","3","1","7"
"F2834","LumA","3","4","4","6","1"
"F2835","LumA","3","4","3","1","1"
"F2836","LumA","3","4","4","6","1"
"F2837","LumA","1","2","5","3","6"
"F2838","LumA","1","2","5","3","6"
"F2839","LumB","3","4","3","5","3"
"F2840","LumA","1","2","5","3","7"
"F2841","LumA","1","2","5","3","6"
"F2842","Her2","3","4","3","1","7"
"F2843","Her2","1","1","1","4","5"
"F2844","LumB","3","4","4","5","1"
"F2845","LumB","3","4","4","5","3"
"F2846","LumB","3","4","4","6","1"
"F2847","LumA","1","2","5","3","6"
"F2848","LumA","1","2","3","1","7"
"F2849","Her2","2","1","1","4","5"
"F2850","LumA","1","2","5","3","6"
"F2851","LumA","1","2","5","3","6"
"F2852","LumA","1","2","5","3","6"
"F2853","LumB","3","4","4","5","3"
"F2854","Normal","1","2","5","3","6"
"F2855","LumB","3","4","4","6","1"
"F2856","Basal","2","3","2","2","4"
"F2857","LumA","1","2","5","3","7"
"F2858","LumB","3","4","4","6","1"
"F2859","Normal","1","2","5","3","6"
"F2860","Her2","2","1","1","4","5"
"F2861","Basal","2","3","2","2","4"
"F2862","LumA","1","2","5","3","6"
"F2863","LumB","3","4","4","6","2"
"F2864","LumA","1","2","5","3","6"
"F2865","LumA","1","2","3","1","7"
"F2866","LumA","1","2","3","1","7"
"F2867","Her2","3","1","1","5","3"
"F2868","LumA","1","2","3","1","7"
"F2869","LumB","3","4","4","6","2"
"F2870","Normal","1","2","5","3","6"
"F2871","Basal","2","3","2","2","4"
"F2872","LumB","3","4","4","6","2"
"F2873","Basal","2","3","2","2","4"
"F2874","LumB","3","1","1","5","3"
"F2875","LumA","1","2","5","3","6"
"F2876","Her2","2","1","1","4","5"
"F2877","Her2","2","1","1","4","5"
"F2878","Her2","2","1","1","4","5"
"F2879","LumA","1","2","3","1","7"
"F2880","LumB","3","4","4","6","1"
"F2881","LumB","3","4","4","5","1"
"F2882","LumB","3","4","4","6","2"
"F2883","LumA","1","2","3","1","7"
"F2884","LumB","3","4","4","5","1"
"F2885","Basal","2","3","2","2","4"
"F2886","Her2","2","1","1","4","5"
"F2887","LumB","1","2","3","1","7"
"F2888","LumB","3","4","4","5","3"
"F2889","LumA","1","1","1","5","3"
"F2890","LumB","3","4","3","5","7"
"F2891","LumA","1","2","5","3","3"
"F2892","LumA","3","4","3","5","1"
"F2893","LumA","3","4","3","1","7"
"F2894","Her2","2","1","1","4","5"
"F2895","Her2","2","1","1","4","5"
"F2896","LumA","3","4","4","6","2"
"F2897","LumA","1","2","5","3","6"
"F2898","LumB","3","4","3","5","3"
"F2899","LumA","3","4","4","6","2"
"F2900","LumA","1","2","5","3","6"
"F2901","LumA","3","4","4","5","3"
"F2902","LumA","1","2","5","3","6"
"F2903","LumA","1","2","5","3","6"
"F2904","LumA","1","2","3","1","7"
"F2905","LumA","1","2","5","5","3"
"F2906","Her2","1","1","3","1","7"
"F2907","LumB","3","4","4","6","2"
"F2908","LumB","3","4","4","6","1"
"F2909","LumA","1","2","5","3","6"
"F2910","Normal","1","2","5","3","6"
"F2911","LumA","1","2","3","1","7"
"F2912","LumB","3","4","3","1","7"
"F2913","LumA","1","2","3","1","7"
"F2914","LumA","1","2","3","1","7"
"F2915","LumA","3","4","4","6","2"
"F2916","LumA","1","2","5","3","6"
"F2917","Normal","1","2","5","3","6"
"F2918","LumB","1","1","1","5","3"
"F2919","LumA","1","2","5","3","6"
"F2920","LumA","3","4","4","6","2"
"F2921","Basal","2","3","2","2","4"
"F2922","Her2","1","2","3","1","7"
"F2923","LumB","3","4","3","1","7"
"F2924","LumB","1","2","3","1","7"
"F2925","LumA","3","4","4","6","2"
"F2926","LumA","1","2","5","3","3"
"F2927","LumA","3","4","3","1","7"
"F2928","Her2","1","1","1","4","5"
"F2929","LumA","3","4","4","6","2"
"F2930","LumB","3","4","4","6","2"
"F2931","LumA","1","2","3","1","7"
"F2932","Basal","2","3","2","2","4"
"F2933","LumB","3","4","3","1","7"
"F2934","LumA","1","2","5","3","6"
"F2935","Her2","2","1","1","4","5"
"F2936","LumA","3","4","3","1","7"
"F2937","Basal","2","3","2","2","4"
"F2938","LumA","1","2","3","1","7"
"F2939","Basal","2","3","2","2","4"
"F2940","LumB","3","4","3","5","3"
"F2941","LumA","3","4","4","6","1"
"F2942","Normal","1","2","5","3","6"
"F2943","LumB","1","2","5","3","6"
"F2944","LumB","3","4","4","6","1"
"F2945","Basal","2","1","1","4","5"
"F2946","Basal","2","1","1","5","3"
"F2947","LumA","3","4","4","6","1"
"F2948","Basal","2","3","2","2","4"
"F2949","LumB","3","4","4","6","1"
"F2950","LumA","1","2","3","1","7"
"F2951","LumA","1","2","3","1","7"
"F2952","Basal","2","3","2","2","4"
"F2953","LumA","1","1","1","1","7"
"F2954","Her2","2","1","1","4","5"
"F2955","LumA","1","2","3","1","7"
"F2956","LumA","1","2","5","3","6"
"F2957","LumA","1","2","5","3","6"
"F2958","Her2","3","1","1","5","3"
"F2959","Basal","2","3","2","2","4"
"F2960","Basal","2","3","2","2","4"
"F2961","Basal","2","3","2","2","4"
"F2962","Her2","2","1","1","4","5"
"F2963","Basal","2","3","2","2","4"
"F2964","Her2","2","1","1","4","5"
"F2965","Basal","2","3","2","2","4"
"F2966","Her2","2","1","1","4","5"
"F2967","LumB","3","4","4","6","1"
"F2968","Normal","1","2","5","3","6"
"F2969","Normal","1","2","5","3","6"
"F2970","Basal","2","3","2","2","4"
"F2971","LumA","1","1","1","5","3"
"F2972","LumA","3","4","4","6","1"
"F2973","LumB","3","4","4","5","1"
"F2974","Her2","2","1","1","4","5"
"F2975","LumA","3","4","3","1","7"
"F2976","LumA","1","2","5","3","6"
"F2977","LumB","3","1","1","5","3"
"F2978","LumA","3","4","3","1","7"
"F2979","LumB","3","4","3","1","1"
"F2980","Her2","2","1","1","4","5"
"F2981","LumB","3","4","4","5","1"
"F2982","Her2","3","1","1","5","3"
"F2983","LumB","3","4","4","6","1"
"F2984","LumA","1","2","3","1","7"
"F2985","LumA","1","2","3","1","7"
"F2986","Her2","2","1","1","4","5"
"F2987","LumA","1","2","5","3","6"
"F2988","LumB","3","1","1","4","5"
"F2989","LumA","1","2","3","1","7"
"F2990","Normal","2","1","1","5","3"
"F2991","LumB","3","4","3","1","7"
"F2992","LumA","3","4","4","6","2"
"F2993","LumA","1","2","3","1","7"
"F2994","LumB","3","4","4","5","3"
"F2995","LumA","3","4","3","1","7"
"F2996","LumB","3","4","4","6","1"
"F2997","LumA","1","2","5","3","6"
"F2998","LumA","1","2","5","3","6"
"F2999","LumA","1","1","3","1","7"
"F3000","LumA","1","2","3","1","7"
"F3001","Her2","1","1","1","4","5"
"F3002","LumA","1","2","5","3","6"
"F3003","LumA","1","2","5","3","6"
"F3004","LumB","3","1","1","5","3"
"F3005","LumA","1","2","5","5","3"
"F3006","LumB","3","4","4","6","1"
"F3007","Basal","2","3","2","2","4"
"F3008","LumA","1","2","3","1","7"
"F3009","LumA","3","4","3","5","3"
"F3010","LumA","1","2","5","3","6"
"F3011","LumB","3","4","4","6","1"
"F3012","Her2","3","1","3","1","7"
"F3013","Normal","2","1","1","4","5"
"F3014","LumA","1","2","5","3","6"
"F3015","LumB","3","4","3","1","7"
"F3016","LumB","2","1","1","5","3"
"F3017","LumB","3","4","4","5","3"
"F3018","LumA","1","2","5","3","6"
"F3019","Normal","2","1","1","4","5"
"F3020","LumA","3","4","4","6","2"
"F3021","LumA","1","2","5","3","6"
"F3022","LumB","1","1","1","5","3"
"F3023","Basal","2","3","2","2","4"
"F3024","LumA","1","2","3","1","7"
"F3025","LumA","1","2","5","3","6"
"F3026","LumB","3","4","4","6","1"
"F3027","LumA","1","2","3","1","7"
"F3028","LumA","1","1","1","4","3"
"F3029","LumB","1","2","3","1","7"
"F3030","Normal","2","1","1","4","5"
"F3031","LumB","1","2","3","1","7"
"F3032","LumB","3","1","3","1","7"
"F3033","LumA","1","1","5","5","3"
"F3034","LumA","1","1","1","3","3"
"F3035","LumB","1","2","3","1","7"
"F3036","Her2","2","1","1","4","5"
"F3037","Normal","1","2","5","5","3"
"F3038","Her2","2","1","1","4","5"
"F3039","LumA","1","2","5","3","6"
"F3040","LumB","3","4","4","5","1"
"F3041","LumA","3","4","3","1","1"
"F3042","Her2","2","1","1","4","5"
"F3043","LumB","3","1","1","5","3"
"F3044","LumA","1","2","5","3","7"
"F3045","LumA","1","2","5","3","6"
"F3046","LumB","1","1","1","5","3"
"F3047","LumA","1","2","5","3","6"
"F3048","Her2","2","1","1","4","5"
"F3049","LumA","1","2","5","3","6"
"F3050","LumB","3","4","4","5","1"
"F3051","Her2","1","1","1","4","5"
"F3052","LumB","3","1","1","5","3"
"F3053","LumB","1","1","1","5","3"
"F3054","LumA","3","4","3","1","7"
"F3055","LumA","1","2","5","3","6"
"F3056","Basal","2","3","2","2","4"
"F3057","Normal","1","2","5","3","6"
"F3058","LumB","3","4","4","5","3"
"F3059","LumA","3","4","3","1","7"
"F3060","LumA","1","2","5","3","6"
"F3061","LumA","1","2","5","1","7"
"F3062","LumA","1","2","5","3","6"
"F3063","LumA","3","2","3","1","7"
"F3064","LumB","3","4","4","6","1"
"F3065","LumA","1","2","5","3","6"
"F3066","Her2","2","1","1","4","3"
"F3067","Basal","2","3","2","2","4"
"F3068","Normal","1","2","5","3","6"
"F3069","LumA","3","4","3","1","1"
"F3070","LumB","3","4","3","1","7"
"F3071","LumB","3","4","3","5","3"
"F3072","LumA","1","2","5","3","6"
"F3073","LumA","3","4","3","1","7"
"F3074","LumB","2","1","1","4","3"
"F3075","LumA","3","4","4","6","2"
"F3076","Her2","2","1","1","4","5"
"F3077","LumB","3","4","4","6","1"
"F3078","LumA","1","1","3","5","3"
"F3079","Basal","2","3","2","2","4"
"F3080","LumA","1","2","5","3","6"
"F3081","LumA","1","2","5","3","6"
"F3082","Normal","1","2","5","3","6"
"F3083","LumA","3","4","4","6","2"
"F3084","LumA","1","2","5","3","6"
"F3085","LumB","3","4","4","6","1"
"F3086","Her2","3","1","1","4","5"
"F3087","Her2","2","1","1","4","5"
"F3088","Her2","2","1","1","4","5"
"F3089","LumB","3","4","3","1","7"
"F3090","LumB","1","2","3","1","7"
"F3091","LumB","3","4","3","1","7"
"F3092","LumB","3","4","3","1","7"
"F3093","LumA","1","2","5","3","6"
"F3094","Her2","2","1","1","4","5"
"F3095","LumA","3","4","4","6","2"
"F3096","LumA","1","2","5","3","6"
"F3097","LumB","3","4","4","6","1"
"F3098","LumB","3","4","4","6","1"
"F3099","LumB","3","4","3","1","7"
"F3100","LumA","1","2","5","3","6"
"F3101","LumA","3","4","4","6","2"
"F3102","LumA","3","4","3","1","2"
"F3103","LumB","3","1","1","5","3"
"F3104","LumA","3","4","4","6","1"
"F3105","LumA","1","2","5","3","6"
"F3106","LumB","3","4","4","6","2"
"F3107","Her2","2","1","1","4","5"
"F3108","Normal","1","2","5","3","6"
"F3109","LumA","1","2","5","3","3"
"F3110","LumA","3","4","3","1","7"
"F3111","Basal","2","3","2","2","4"
"F3112","LumA","1","2","5","3","6"
"F3113","Normal","1","2","5","3","6"
"F3114","Basal","2","3","2","2","4"
"F3115","LumA","1","2","5","3","6"
"F3116","Basal","2","3","2","2","4"
"F3117","LumA","3","4","4","6","1"
"F3118","Normal","1","2","5","3","6"
"F3119","Basal","2","3","2","2","4"
"F3120","Basal","2","3","2","2","4"
"F3121","LumA","1","2","5","3","6"
"F3122","Normal","1","2","5","3","6"
"F3123","LumA","1","2","5","3","6"
"F3124","Normal","1","2","5","3","6"
"F3125","LumB","3","1","1","5","3"
"F3126","LumA","3","4","3","1","7"
"F3127","Her2","3","1","1","5","3"
"F3128","LumA","1","2","3","1","7"
"F3129","LumA","3","4","4","6","2"
"F3130","LumB","3","4","4","6","2"
"F3131","Basal","2","3","2","2","4"
"F3132","LumB","3","4","4","5","1"
"F3133","LumA","3","4","4","6","2"
"F3134","Basal","2","3","2","2","4"
"F3135","Basal","2","3","2","2","4"
"F3136","LumA","1","2","5","1","7"
"F3137","LumA","1","2","3","1","7"
"F3138","LumA","3","4","4","6","2"
"F3139","Basal","2","3","2","2","4"
"F3140","LumB","3","4","4","5","1"
"F3141","LumA","1","2","5","3","6"
"F3142","LumA","3","4","4","6","1"
"F3143","LumB","1","1","1","4","5"
"F3144","LumB","3","4","4","6","1"
"F3145","LumA","1","2","3","1","7"
"F3146","LumA","1","2","3","1","7"
"F3147","LumA","1","2","5","3","7"
"F3148","LumA","3","4","4","6","2"
"F3149","LumA","3","4","3","1","7"
"F3150","LumA","1","2","5","3","6"
"F3151","LumB","3","1","1","5","3"
"F3152","LumB","3","4","4","6","1"
"F3153","Her2","2","1","1","4","5"
"F3154","LumB","3","1","1","5","3"
"F3155","LumA","1","2","5","3","6"
"F3156","LumB","3","4","3","1","7"
"F3157","Normal","1","2","5","3","6"
"F3158","LumA","1","2","5","3","6"
"F3159","LumA","3","4","4","6","2"
"F3160","Her2","3","1","1","4","1"
"F3161","Normal","1","2","5","3","6"
"F3162","Normal","1","1","5","3","6"
"F3163","LumA","3","4","3","1","7"
"F3164","LumA","1","1","1","4","5"
"F3165","LumA","1","2","5","3","6"
"F3166","Normal","1","2","5","3","6"
"F3167","LumA","1","2","5","3","6"
"F3168","LumA","1","2","3","1","7"
"F3169","LumB","3","1","1","5","1"
"F3170","LumA","1","2","5","3","6"
"F3171","Basal","2","3","2","2","4"
"F3172","LumA","1","2","5","3","6"
"F3173","LumB","3","4","4","6","1"
"F3174","LumA","1","1","1","4","5"
"F3175","LumA","1","2","5","3","6"
"F3176","LumB","3","1","3","5","3"
"F3177","LumB","3","1","3","1","7"
"F3178","Normal","1","2","5","3","6"
"F3179","Basal","2","3","2","2","4"
"F3180","LumA","1","2","3","1","7"
"F3181","Her2","2","1","1","4","5"
"F3182","Normal","1","1","5","3","6"
"F3183","LumA","1","2","5","3","6"
"F3184","Basal","2","3","2","2","4"
"F3185","Basal","2","3","2","2","4"
"F3186","Her2","2","1","1","4","5"
"F3187","Basal","2","3","2","2","4"
"F3188","LumB","3","4","4","5","3"
"F3189","LumB","3","4","4","6","1"
"F3190","LumA","1","2","5","3","6"
"F3191","LumA","1","2","3","1","7"
"F3192","LumA","3","4","3","1","7"
"F3193","LumA","3","4","4","6","1"
"F3194","Her2","3","4","3","1","7"
"F3195","Her2","2","1","1","4","5"
"F3196","Normal","1","2","5","3","6"
"F3197","LumB","3","4","3","1","7"
"F3198","LumA","1","2","5","3","6"
"F3199","Basal","1","1","1","3","3"
"F3200","LumA","1","2","5","1","7"
"F3201","LumA","3","4","3","1","7"
"F3202","LumB","1","1","1","5","3"
"F3203","LumA","1","2","3","1","7"
"F3204","LumA","1","2","3","1","7"
"F3205","LumA","1","2","5","3","6"
"F3206","LumB","3","4","4","6","1"
"F3207","Her2","1","1","1","5","3"
"F3208","Basal","2","3","2","2","4"
"F3209","LumA","1","2","5","3","6"
"F3210","LumA","1","2","5","3","6"
"F3211","LumB","3","4","4","5","3"
"F3212","Her2","1","1","1","4","5"
"F3213","Basal","2","3","2","2","4"
"F3214","LumB","3","1","1","5","3"
"F3215","LumA","1","2","3","1","7"
"F3216","LumA","3","4","3","1","7"
"F3217","LumA","1","2","5","5","3"
"F3218","LumB","3","4","4","6","1"
"F3219","LumA","1","1","1","5","3"
"F3220","LumA","1","2","3","1","7"
"F3221","LumA","1","2","3","1","7"
"F3222","LumB","3","4","3","1","7"
"F3223","LumA","1","2","5","3","6"
"F3224","LumB","3","4","3","1","7"
"F3225","Basal","2","3","2","2","4"
"F3226","Her2","2","1","1","4","5"
"F3227","LumA","1","2","5","3","6"
"F3228","LumA","1","2","5","3","6"
"F3229","LumB","3","4","4","5","1"
"F3230","LumA","3","4","3","1","7"
"F3231","Normal","1","2","5","3","6"
"F3232","LumB","1","1","3","1","7"
"F3233","LumA","1","1","3","1","7"
"F3234","LumA","3","4","3","1","7"
"F3235","LumB","3","4","3","1","7"
"F3236","LumA","3","4","3","1","7"
"F3237","LumB","3","4","3","1","1"
"F3238","LumA","3","4","4","6","2"
"F3239","LumB","3","4","4","6","1"
"F3240","LumB","1","2","3","5","3"
"F3241","LumA","1","2","5","3","6"
"F3242","Her2","2","1","1","4","5"
"F3243","LumA","1","2","3","1","7"
"F3244","LumA","1","2","3","1","7"
"F3245","LumB","3","4","4","6","2"
"F3246","LumB","3","4","4","6","1"
"F3247","Basal","2","3","2","2","4"
"F3248","LumA","3","4","3","1","7"
"F3249","LumA","1","2","3","1","7"
"F3250","Her2","2","1","1","4","5"
"F3251","LumB","2","1","1","5","3"
"F3252","LumA","1","2","3","1","7"
"F3253","LumB","3","4","4","6","1"
"F3254","Basal","2","3","2","2","4"
"F3255","LumA","1","2","3","1","7"
"F3256","LumA","1","2","5","3","6"
"F3257","LumA","3","4","3","1","7"
"F3258","LumA","3","4","4","1","1"
"F3259","Normal","1","2","5","3","6"
"F3260","LumA","1","2","3","1","7"
"F3261","LumA","1","2","5","3","6"
"F3262","LumB","1","2","3","1","7"
"F3263","Normal","1","2","5","3","6"
"F3264","LumA","1","2","5","3","6"
"F3265","LumB","3","4","3","1","2"
"F3266","LumA","1","2","3","5","3"
"F3267","Her2","1","1","1","4","5"
"F3268","Her2","2","1","1","4","5"
"F3269","LumB","3","4","3","1","7"
"F3270","LumA","3","4","4","6","2"
"F3271","LumB","3","1","1","5","3"
"F3272","LumA","1","2","5","3","6"
"F3273","LumA","1","2","5","3","3"
