"sample_id","true_label","k=3","k=4","k=5","k=6","k=7"
"F1204","LumB","2","2","3","3","7"
"F1205","Normal","3","3","4","6","6"
"F1206","LumA","3","4","5","5","5"
"F1207","LumA","2","2","3","3","7"
"F1208","Basal","1","1","1","1","1"
"F1209","Her2","3","3","4","6","6"
"F1210","Her2","3","3","4","4","4"
"F1211","LumA","2","2","2","2","2"
"F1212","LumA","2","2","3","3","7"
"F1213","Her2","3","3","4","6","6"
"F1214","LumB","2","2","3","3","7"
"F1215","LumB","2","2","2","2","2"
"F1216","LumA","3","4","5","5","5"
"F1217","LumA","3","4","5","5","5"
"F1218","LumA","2","2","2","2","2"
"F1219","Normal","3","4","5","5","5"
"F1220","LumB","3","3","4","4","4"
"F1221","Basal","1","1","1","1","1"
"F1222","LumA","2","2","2","2","2"
"F1223","Her2","3","3","4","4","4"
"F1224","LumB","2","2","3","3","3"
"F1225","LumB","2","2","2","2","2"
"F1226","LumA","2","2","2","2","2"
"F1227","LumA","2","2","2","2","2"
"F1228","LumB","3","3","4","4","4"
"F1229","Normal","3","3","4","6","6"
"F1230","LumA","3","4","5","5","5"
"F1231","Basal","1","1","1","1","1"
"F1232","LumB","2","2","3","3","3"
"F1233","Normal","3","3","4","4","4"
"F1234","LumA","3","4","5","5","5"
"F1235","LumA","2","2","2","2","2"
"F1236","LumB","3","3","4","4","4"
"F1237","LumB","2","2","2","2","2"
"F1238","Basal","1","1","1","1","1"
"F1239","Her2","3","3","4","6","6"
"F1240","LumA","3","4","5","5","5"
"F1241","Basal","1","1","1","1","1"
"F1242","LumA","2","2","2","2","2"
"F1243","Her2","2","2","2","2","2"
"F1244","LumB","2","2","3","3","3"
"F1245","LumA","2","2","2","2","2"
"F1246","LumB","2","2","2","2","2"
"F1247","LumA","3","4","5","5","5"
"F1248","Her2","2","2","2","2","2"
"F1249","Normal","3","4","5","5","5"
"F1250","LumB","2","2","2","2","2"
"F1251","Basal","1","1","1","1","1"
"F1252","LumB","2","2","3","3","7"
"F1253","LumA","3","4","5","5","5"
"F1254","LumA","2","2","2","2","2"
"F1255","LumA","2","2","2","2","2"
"F1256","LumA","2","2","2","2","2"
"F1257","LumA","2","2","3","3","7"
"F1258","Her2","3","3","4","6","6"
"F1259","LumA","3","4","5","5","5"
"F1260","Her2","3","3","4","6","6"
"F1261","LumA","2","2","2","2","2"
"F1262","LumB","2","2","2","2","2"
"F1263","Basal","3","3","4","4","4"
"F1264","LumA","2","2","2","2","2"
"F1265","LumB","3","3","4","4","4"
"F1266","LumA","2","2","2","2","2"
"F1267","LumA","3","4","5","5","5"
"F1268","Basal","1","1","1","1","1"
"F1269","Normal","3","4","5","5","5"
"F1270","LumA","3","4","5","5","5"
"F1271","LumB","2","2","3","3","7"
"F1272","LumA","2","2","2","2","2"
"F1273","LumA","3","4","5","5","5"
"F1274","LumA","3","3","4","4","4"
"F1275","Normal","3","4","5","5","5"
"F1276","Her2","3","3","4","6","6"
"F1277","LumA","2","2","3","3","3"
"F1278","LumB","3","3","4","4","4"
"F1279","LumA","2","2","2","2","2"
"F1280","LumA","2","2","3","3","7"
"F1281","LumB","2","2","3","3","3"
"F1282","LumA","2","2","2","2","2"
"F1283","LumB","3","3","4","4","4"
"F1284","LumA","3","4","5","5","5"
"F1285","LumA","3","4","5","5","5"
"F1286","Basal","1","1","1","1","1"
"F1287","LumA","2","2","2","2","2"
"F1288","LumB","2","2","2","2","2"
"F1289","LumA","3","4","5","5","5"
"F1290","Normal","3","4","5","5","5"
"F1291","Basal","1","1","1","1","1"
"F1292","Her2","3","3","4","6","6"
"F1293","LumB","2","2","3","3","3"
"F1294","Her2","3","3","4","6","6"
"F1295","Her2","3","3","4","4","4"
"F1296","LumA","3","4","5","5","5"
"F1297","LumA","3","4","5","5","5"
"F1298","Basal","1","1","1","1","1"
"F1299","LumB","1","1","1","1","1"
"F1300","Basal","3","3","4","6","6"
"F1301","LumB","2","2","2","2","2"
"F1302","Her2","3","3","4","6","6"
"F1303","LumA","3","3","4","4","4"
"F1304","Basal","1","1","1","1","1"
"F1305","LumB","2","2","3","3","3"
"F1306","Basal","3","3","4","6","6"
"F1307","LumA","3","3","4","4","4"
"F1308","LumB","2","2","3","3","3"
"F1309","LumA","3","3","4","4","4"
"F1310","LumB","2","2","3","3","3"
"F1311","LumA","2","2","2","2","2"
"F1312","LumA","2","2","3","3","7"
"F1313","LumA","2","2","3","3","7"
"F1314","Normal","3","4","5","5","5"
"F1315","LumA","2","2","3","3","7"
"F1316","LumB","2","2","3","3","3"
"F1317","LumA","2","2","2","2","2"
"F1318","LumB","2","2","3","3","3"
"F1319","LumA","2","2","3","3","7"
"F1320","LumA","2","2","3","3","3"
"F1321","Her2","3","3","4","6","6"
"F1322","LumB","2","2","2","2","2"
"F1323","Normal","3","4","5","5","5"
"F1324","LumA","3","4","5","5","5"
"F1325","LumA","3","4","5","5","5"
"F1326","Basal","3","3","4","6","6"
"F1327","LumA","3","4","5","5","5"
"F1328","LumA","2","2","3","3","7"
"F1329","LumA","2","2","3","3","7"
"F1330","LumA","3","4","5","5","5"
"F1331","LumA","2","2","3","3","7"
"F1332","LumA","3","3","4","6","6"
"F1333","LumA","2","2","2","2","2"
"F1334","LumA","2","2","2","2","2"
"F1335","Basal","1","1","1","1","1"
"F1336","Her2","3","3","4","6","6"
"F1337","LumB","2","2","2","2","2"
"F1338","LumB","2","2","3","3","7"
"F1339","LumB","3","3","4","4","4"
"F1340","LumB","3","3","4","4","4"
"F1341","LumA","3","4","5","5","5"
"F1342","LumA","2","2","3","3","3"
"F1343","LumA","2","2","2","2","2"
"F1344","LumA","3","4","5","5","5"
"F1345","Normal","3","3","4","4","4"
"F1346","LumA","2","2","2","2","2"
"F1347","LumA","3","4","5","5","5"
"F1348","LumA","3","4","5","5","5"
"F1349","LumA","3","4","5","5","5"
"F1350","LumA","2","2","3","3","7"
"F1351","LumA","2","2","2","2","2"
"F1352","LumB","2","2","3","3","7"
"F1353","Normal","3","4","5","5","5"
"F1354","Normal","3","4","5","5","5"
"F1355","LumB","2","2","2","2","2"
"F1356","Normal","3","3","4","6","6"
"F1357","LumA","3","4","5","5","5"
"F1358","LumB","2","2","2","2","2"
"F1359","LumA","2","2","2","2","2"
"F1360","LumA","2","2","2","2","2"
"F1361","LumA","2","2","2","2","2"
"F1362","LumA","3","3","4","4","4"
"F1363","LumA","3","4","5","5","5"
"F1364","LumA","3","4","5","5","5"
"F1365","LumA","2","2","3","3","7"
"F1366","LumB","2","2","3","3","7"
"F1367","Basal","3","3","4","6","6"
"F1368","LumA","3","4","5","5","5"
"F1369","LumA","3","4","5","5","5"
"F1370","LumA","3","4","5","5","5"
"F1371","LumA","3","4","5","5","5"
"F1372","LumA","2","2","2","2","2"
"F1373","LumA","3","3","4","4","4"
"F1374","LumB","2","2","3","3","3"
"F1375","Normal","3","4","5","5","5"
"F1376","LumB","2","2","2","2","2"
"F1377","Basal","1","1","1","1","1"
"F1378","LumA","3","4","5","5","5"
"F1379","Basal","1","1","1","1","1"
"F1380","LumA","2","2","3","3","7"
"F1381","LumA","2","2","2","2","2"
"F1382","LumA","3","4","5","5","5"
"F1383","LumA","3","4","5","5","5"
"F1384","LumA","3","4","5","5","5"
"F1385","LumB","3","3","4","4","4"
"F1386","LumA","2","2","2","2","2"
"F1387","LumB","2","2","2","2","2"
"F1388","Basal","3","3","4","4","4"
"F1389","LumB","2","2","3","3","3"
"F1390","LumB","3","3","4","4","4"
"F1391","LumA","2","2","2","2","2"
"F1392","LumA","3","4","5","5","5"
"F1393","LumB","2","2","3","3","3"
"F1394","LumA","2","2","2","2","2"
"F1395","LumA","3","4","5","5","5"
"F1396","LumB","2","2","3","3","3"
"F1397","Normal","3","3","4","4","4"
"F1398","LumA","3","4","5","5","5"
"F1399","LumB","2","2","3","3","3"
"F1400","LumA","3","4","5","5","5"
"F1401","LumB","2","2","3","3","3"
"F1402","LumA","3","4","5","5","5"
"F1403","LumA","3","4","5","5","5"
"F1404","LumA","3","4","5","5","5"
"F1405","LumB","2","2","3","3","3"
"F1406","LumB","2","2","2","2","2"
"F1407","LumB","2","2","3","3","3"
"F1408","Basal","1","1","1","1","1"
"F1409","Her2","2","2","2","2","2"
"F1410","LumA","2","2","2","2","2"
"F1411","LumA","3","4","5","5","5"
"F1412","LumB","3","3","4","4","4"
"F1413","LumA","2","2","2","2","2"
"F1414","LumA","2","2","3","3","7"
"F1415","LumB","2","2","3","3","3"
"F1416","LumA","3","3","4","4","4"
"F1417","LumA","2","2","3","3","7"
"F1418","LumB","2","2","2","2","2"
"F1419","Her2","3","3","4","6","6"
"F1420","LumA","3","4","5","5","5"
"F1421","LumA","3","4","5","5","5"
"F1422","LumA","3","3","4","4","4"
"F1423","LumA","3","4","5","5","5"
"F1424","LumB","3","3","4","4","4"
"F1425","Her2","3","3","4","6","6"
"F1426","LumA","3","3","4","4","4"
"F1427","LumA","3","4","5","5","5"
"F1428","LumA","2","2","2","2","2"
"F1429","LumB","2","2","2","2","2"
"F1430","LumB","2","2","2","2","2"
"F1431","LumB","2","2","2","2","2"
"F1432","LumA","2","2","2","2","2"
"F1433","LumB","2","2","3","3","3"
"F1434","LumB","2","2","3","3","3"
"F1435","Basal","1","1","1","1","1"
"F1436","LumA","3","3","4","4","4"
"F1437","LumB","3","3","4","4","4"
"F1438","Her2","3","3","4","4","4"
"F1439","Normal","3","4","5","5","5"
"F1440","LumA","2","2","2","2","2"
"F1441","Her2","2","2","2","2","2"
"F1442","LumA","2","2","2","2","2"
"F1443","Her2","3","3","4","6","6"
"F1444","LumB","2","2","3","3","3"
"F1445","LumA","2","2","2","2","2"
"F1446","LumA","2","2","3","3","7"
"F1447","Normal","3","4","5","5","5"
"F1448","LumB","2","2","2","2","2"
"F1449","LumB","2","2","3","3","3"
"F1450","Basal","1","1","1","1","1"
"F1451","LumB","2","2","3","3","3"
"F1452","LumA","2","2","2","2","2"
"F1453","LumA","3","4","5","5","5"
"F1454","LumA","3","4","5","5","5"
"F1455","LumB","2","2","3","3","3"
"F1456","LumA","2","2","3","3","3"
"F1457","LumA","2","2","2","2","2"
"F1458","LumA","3","4","5","5","5"
"F1459","LumA","3","4","5","5","5"
"F1460","LumA","2","2","2","2","2"
"F1461","LumB","2","2","2","2","2"
"F1462","LumB","2","2","2","2","2"
"F1463","Basal","1","1","1","1","1"
"F1464","Her2","3","3","4","6","6"
"F1465","LumB","2","2","2","2","2"
"F1466","Her2","3","3","4","6","6"
"F1467","Her2","2","2","2","2","2"
"F1468","LumA","2","2","2","2","2"
"F1469","Basal","1","1","1","1","1"
"F1470","LumA","3","4","5","5","5"
"F1471","Basal","1","1","1","1","1"
"F1472","Normal","3","3","4","4","4"
"F1473","Basal","1","1","1","1","1"
"F1474","LumB","2","2","2","2","2"
"F1475","LumA","2","2","2","2","2"
"F1476","LumA","2","2","2","2","2"
"F1477","LumA","2","2","3","3","7"
"F1478","LumA","3","4","5","5","5"
"F1479","Her2","3","3","4","6","6"
"F1480","LumB","2","2","3","3","3"
"F1481","LumA","2","2","2","2","2"
"F1482","LumB","3","3","4","4","4"
"F1483","Her2","3","3","4","4","4"
"F1484","Her2","3","3","4","6","6"
"F1485","LumA","2","2","2","2","2"
"F1486","Her2","3","3","4","6","6"
"F1487","LumA","2","2","2","2","2"
"F1488","Basal","1","1","1","1","1"
"F1489","Basal","1","1","1","1","1"
"F1490","LumA","3","4","5","5","5"
"F1491","LumA","3","4","5","5","5"
"F1492","LumA","3","4","5","5","5"
"F1493","Basal","2","2","2","2","2"
"F1494","LumA","2","2","2","2","2"
"F1495","Basal","3","3","4","6","6"
"F1496","LumA","2","2","2","2","2"
"F1497","LumB","2","2","2","2","2"
"F1498","LumA","2","2","2","2","2"
"F1499","LumA","2","2","2","2","2"
"F1500","Her2","3","3","4","6","6"
"F1501","Her2","3","3","4","6","6"
"F1502","LumA","3","4","5","5","5"
"F1503","LumA","3","4","5","5","5"
"F1504","Normal","3","4","5","5","5"
"F1505","Normal","2","2","2","2","2"
"F1506","LumA","3","4","5","5","5"
"F1507","LumA","2","2","3","3","7"
"F1508","LumA","2","2","3","3","3"
"F1509","LumA","3","4","5","5","5"
"F1510","Basal","1","1","1","1","1"
"F1511","LumA","2","2","2","2","2"
"F1512","LumA","3","4","5","5","5"
"F1513","LumA","2","2","2","2","2"
"F1514","LumB","2","2","2","2","2"
"F1515","LumA","3","4","5","5","5"
"F1516","Her2","2","2","2","2","2"
"F1517","LumB","2","2","3","3","3"
"F1518","Basal","1","1","1","1","1"
"F1519","Basal","1","1","1","1","1"
"F1520","LumB","2","2","3","3","3"
"F1521","Basal","1","1","1","1","1"
"F1522","LumA","3","4","5","5","5"
"F1523","LumA","2","2","3","3","7"
"F1524","LumA","3","3","4","6","6"
"F1525","LumB","3","3","4","4","4"
"F1526","LumA","2","2","3","3","7"
"F1527","LumB","2","2","3","3","3"
"F1528","LumA","3","4","5","5","5"
"F1529","LumB","3","3","4","4","4"
"F1530","LumA","2","2","2","2","2"
"F1531","LumA","2","2","2","2","2"
"F1532","Basal","1","1","1","1","1"
"F1533","LumA","3","4","5","5","5"
"F1534","LumA","3","4","5","5","5"
"F1535","LumA","3","4","5","5","5"
"F1536","LumA","2","2","2","2","2"
"F1537","LumB","3","3","4","4","4"
"F1538","Basal","3","3","4","4","4"
"F1539","LumA","3","4","5","5","5"
"F1540","LumB","2","2","3","3","7"
"F1541","LumB","2","2","3","3","3"
"F1542","LumA","2","2","3","3","7"
"F1543","LumB","3","3","4","4","4"
"F1544","LumA","3","4","5","5","5"
"F1545","Normal","3","4","5","5","5"
"F1546","Basal","1","1","1","1","1"
"F1547","LumA","2","2","2","2","2"
"F1548","LumB","2","2","3","3","7"
"F1549","Her2","2","2","2","2","2"
"F1550","LumA","2","2","2","2","2"
"F1551","Her2","3","3","4","6","6"
"F1552","LumA","2","2","3","3","7"
"F1553","Normal","3","4","5","5","5"
"F1554","LumB","2","2","3","3","3"
"F1555","LumA","3","4","5","5","5"
"F1556","LumA","3","3","4","4","4"
"F1557","LumB","3","3","4","4","4"
"F1558","LumA","3","4","5","5","5"
"F1559","LumB","2","2","2","2","2"
"F1560","Her2","3","3","4","6","6"
"F1561","LumA","2","2","3","3","7"
"F1562","LumA","2","2","2","2","2"
"F1563","LumB","2","2","3","3","3"
"F1564","Her2","3","3","4","4","4"
"F1565","LumA","2","2","2","2","2"
"F1566","LumA","3","4","5","5","5"
"F1567","Her2","2","2","2","2","2"
"F1568","Her2","2","2","2","2","2"
"F1569","LumA","3","4","5","5","5"
"F1570","LumA","2","2","3","3","7"
"F1571","LumA","2","2","3","3","7"
"F1572","Her2","3","3","4","4","4"
"F1573","Her2","3","3","4","6","6"
"F1574","LumB","2","2","3","3","3"
"F1575","LumA","3","4","5","5","5"
"F1576","LumA","3","4","5","5","5"
"F1577","LumA","3","4","5","5","5"
"F1578","LumB","3","3","4","4","4"
"F1579","LumA","2","2","2","2","2"
"F1580","Her2","3","3","4","4","4"
"F1581","LumA","2","2","2","2","2"
"F1582","LumA","3","4","5","5","5"
"F1583","LumA","3","4","5","5","5"
"F1584","LumA","2","2","3","3","3"
"F1585","LumB","3","3","4","4","4"
"F1586","LumA","2","2","3","3","7"
"F1587","LumA","3","4","5","5","5"
"F1588","LumA","3","4","5","5","5"
"F1589","LumB","2","2","3","3","3"
"F1590","LumA","2","2","2","2","2"
"F1591","Basal","1","1","1","1","1"
"F1592","Normal","3","4","5","5","5"
"F1593","Normal","3","3","4","6","6"
"F1594","LumA","2","2","3","3","7"
"F1595","Normal","3","3","4","4","4"
"F1596","LumA","2","2","2","2","2"
"F1597","LumB","2","2","3","3","7"
"F1598","Normal","3","4","5","5","5"
"F1599","LumA","3","4","5","5","5"
"F1600","Her2","3","3","4","6","6"
"F1601","LumB","3","3","4","4","4"
"F1602","LumA","3","4","5","5","5"
"F1603","LumB","2","2","3","3","3"
"F1604","Basal","1","1","1","1","1"
"F1605","LumB","2","2","3","3","3"
"F1606","LumA","2","2","2","2","2"
"F1607","LumA","3","4","5","5","5"
"F1608","LumA","2","2","3","3","7"
"F1609","LumA","3","4","5","5","5"
"F1610","LumA","3","4","5","5","5"
"F1611","LumA","2","2","3","3","7"
"F1612","Basal","3","3","4","6","6"
"F1613","LumA","3","4","5","5","5"
"F1614","LumB","2","2","3","3","3"
"F1615","LumB","2","2","3","3","7"
"F1616","Her2","2","2","2","2","2"
"F1617","LumB","2","2","2","2","2"
"F1618","LumB","3","3","4","4","4"
"F1619","LumB","2","2","2","2","2"
"F1620","LumA","3","4","5","5","5"
"F1621","LumA","2","2","3","3","7"
"F1622","LumB","2","2","2","2","2"
"F1623","LumA","2","2","2","2","2"
"F1624","Basal","1","1","1","1","1"
"F1625","LumB","2","2","3","3","3"
"F1626","LumA","3","4","5","5","5"
"F1627","Normal","3","4","5","5","5"
"F1628","LumA","2","2","2","2","2"
"F1629","Her2","3","3","4","6","6"
"F1630","LumB","2","2","2","2","2"
"F1631","LumA","3","4","5","5","5"
"F1632","LumA","3","4","5","5","5"
"F1633","Basal","1","1","1","1","1"
"F1634","LumA","2","2","2","2","2"
"F1635","LumB","3","3","4","4","4"
"F1636","LumB","2","2","3","3","3"
"F1637","LumB","2","2","3","3","7"
"F1638","LumB","2","2","2","2","2"
"F1639","Normal","3","3","4","4","4"
"F1640","LumA","3","4","5","5","5"
"F1641","Basal","1","1","1","1","1"
"F1642","LumB","2","2","3","3","7"
"F1643","LumA","3","4","5","5","5"
"F1644","Basal","1","1","1","1","1"
"F1645","Basal","1","1","1","1","1"
"F1646","LumA","3","4","5","5","5"
"F1647","LumA","2","2","2","2","2"
"F1648","LumA","2","2","3","3","3"
"F1649","LumA","2","2","3","3","7"
"F1650","LumA","3","4","5","5","5"
"F1651","LumA","3","4","5","5","5"
"F1652","Normal","2","2","2","2","2"
"F1653","Basal","1","1","1","1","1"
"F1654","LumB","2","2","2","2","2"
"F1655","LumA","2","2","3","3","7"
"F1656","LumB","3","3","4","4","4"
"F1657","LumA","3","4","5","5","5"
"F1658","LumA","2","2","3","3","7"
"F1659","Her2","2","2","2","2","2"
"F1660","LumA","2","2","2","2","2"
"F1661","LumA","2","2","2","2","2"
"F1662","LumA","2","2","3","3","7"
"F1663","LumA","3","4","5","5","5"
"F1664","LumA","3","4","5","5","5"
"F1665","Basal","1","1","1","1","1"
"F1666","LumB","2","2","2","2","2"
"F1667","LumB","2","2","2","2","2"
"F1668","LumB","2","2","2","2","2"
"F1669","LumA","2","2","2","2","2"
"F1670","Her2","3","3","4","4","4"
"F1671","LumA","2","2","2","2","2"
"F1672","LumA","2","2","2","2","2"
"F1673","LumA","3","4","5","5","5"
"F1674","LumA","2","2","2","2","2"
"F1675","LumA","2","2","2","2","2"
"F1676","LumA","3","4","5","5","5"
"F1677","LumA","3","4","5","5","5"
"F1678","LumB","2","2","3","3","3"
"F1679","LumB","2","2","3","3","3"
"F1680","Basal","1","1","1","1","1"
"F1681","LumA","3","4","5","5","5"
"F1682","LumB","2","2","2","2","2"
"F1683","LumA","2","2","2","2","2"
"F1684","LumA","3","4","5","5","5"
"F1685","LumB","2","2","3","3","3"
"F1686","Normal","3","4","5","5","5"
"F1687","LumA","2","2","2","2","2"
"F1688","LumA","3","4","5","5","5"
"F1689","LumA","2","2","3","3","7"
"F1690","Basal","1","1","1","1","1"
"F1691","LumA","2","2","3","3","7"
"F1692","LumA","2","2","2","2","2"
"F1693","LumA","3","4","5","5","5"
"F1694","LumB","2","2","2","2","2"
"F1695","LumA","3","4","5","5","5"
"F1696","LumA","2","2","2","2","2"
"F1697","LumB","3","4","5","5","5"
"F1698","LumA","3","4","5","5","5"
"F1699","Normal","3","4","5","5","5"
"F1700","Normal","3","4","5","5","5"
"F1701","LumA","2","2","2","2","2"
"F1702","LumA","3","4","5","5","5"
"F1703","LumA","3","4","5","5","5"
"F1704","LumA","2","2","3","3","7"
"F1705","LumB","2","2","3","3","3"
"F1706","LumA","2","2","3","3","7"
"F1707","LumA","2","2","2","2","2"
"F1708","Her2","2","2","2","2","2"
"F1709","Normal","3","4","5","5","5"
"F1710","LumA","2","2","3","3","7"
"F1711","LumA","2","2","2","2","2"
"F1712","LumA","3","3","4","4","4"
"F1713","Basal","1","1","1","1","1"
"F1714","Normal","3","4","5","5","5"
"F1715","LumA","2","2","2","2","2"
"F1716","LumA","3","3","4","6","6"
"F1717","LumA","2","2","3","3","7"
"F1718","LumA","2","2","2","2","2"
"F1719","LumB","2","2","3","3","3"
"F1720","Basal","3","3","4","4","4"
"F1721","Basal","1","1","1","1","1"
"F1722","LumA","2","2","3","3","3"
"F1723","Basal","3","3","4","6","6"
"F1724","Her2","2","2","2","2","2"
"F1725","LumA","3","3","4","4","4"
"F1726","LumA","3","4","5","5","5"
"F1727","LumA","2","2","2","2","2"
"F1728","Her2","3","3","4","4","4"
"F1729","LumB","3","3","4","4","4"
"F1730","Normal","3","4","5","5","5"
"F1731","LumB","3","3","4","4","4"
"F1732","LumA","2","2","2","2","2"
"F1733","Her2","3","3","4","6","6"
"F1734","Normal","3","4","5","5","5"
"F1735","LumB","2","2","2","2","2"
"F1736","Normal","3","3","4","4","4"
"F1737","LumA","3","4","5","5","5"
"F1738","Basal","1","1","1","1","1"
"F1739","LumA","3","4","5","5","5"
"F1740","LumB","2","2","2","2","2"
"F1741","LumA","3","4","5","5","5"
"F1742","LumB","2","2","2","2","2"
"F1743","LumA","2","2","2","2","2"
"F1744","Basal","1","1","1","1","1"
"F1745","Her2","3","3","4","4","4"
"F1746","LumA","2","2","3","3","7"
"F1747","LumA","3","4","5","5","5"
"F1748","LumB","2","2","3","3","3"
"F1749","LumB","2","2","2","2","2"
"F1750","Her2","3","3","4","4","4"
"F1751","LumA","2","2","2","2","2"
"F1752","LumA","2","2","2","2","2"
"F1753","LumA","3","4","5","5","5"
"F1754","Her2","2","2","2","2","2"
"F1755","Basal","1","1","1","1","1"
"F1756","Normal","3","4","5","5","5"
"F1757","LumB","2","2","3","3","3"
"F1758","Normal","3","4","5","5","5"
"F1759","LumA","2","2","2","2","2"
"F1760","LumA","2","2","3","3","7"
"F1761","LumA","3","3","4","4","4"
"F1762","LumB","2","2","2","2","2"
"F1763","LumA","3","4","5","5","5"
"F1764","LumA","2","2","2","2","2"
"F1765","LumA","3","4","5","5","5"
"F1766","LumA","3","4","5","5","5"
"F1767","Her2","3","3","4","4","4"
"F1768","LumA","3","4","5","5","5"
"F1769","Basal","1","1","1","1","1"
"F1770","Basal","1","1","1","1","1"
"F1771","LumA","2","2","2","2","2"
"F1772","Basal","1","1","1","1","1"
"F1773","Basal","1","1","1","1","1"
"F1774","Basal","1","1","1","1","1"
"F1775","LumA","2","2","3","3","7"
"F1776","LumA","2","2","3","3","7"
"F1777","LumB","2","2","3","3","3"
"F1778","Her2","2","2","2","2","2"
"F1779","Her2","2","2","2","2","2"
"F1780","LumB","2","2","2","2","2"
"F1781","LumA","2","2","3","3","3"
"F1782","LumA","2","2","2","2","2"
"F1783","LumB","2","2","3","3","3"
"F1784","Basal","1","1","1","1","1"
"F1785","Basal","1","1","1","1","1"
"F1786","LumA","2","2","3","3","7"
"F1787","Normal","3","3","4","4","4"
"F1788","Normal","3","3","4","6","6"
"F1789","Normal","3","4","5","5","5"
"F1790","LumA","2","2","2","2","2"
"F1791","Basal","1","1","1","1","1"
"F1792","Normal","3","3","4","4","4"
"F1793","LumA","3","4","5","5","5"
"F1794","LumB","2","2","3","3","3"
"F1795","Basal","1","1","1","1","1"
"F1796","LumA","3","4","5","5","5"
"F1797","LumB","2","2","3","3","7"
"F1798","LumA","2","2","2","2","2"
"F1799","LumA","3","3","4","6","6"
"F1800","Normal","3","4","5","5","5"
"F1801","LumA","2","2","3","3","7"
"F1802","LumA","2","2","2","2","2"
"F1803","Her2","3","3","4","6","6"
"F1804","LumA","3","4","5","5","5"
"F1805","LumA","2","2","3","3","7"
"F1806","Her2","3","3","4","6","6"
"F1807","Basal","1","1","1","1","1"
"F1808","Basal","1","1","1","1","1"
"F1809","LumA","3","4","5","5","5"
"F1810","LumB","2","2","3","3","3"
"F1811","LumA","2","2","2","2","2"
"F1812","LumA","3","4","5","5","5"
"F1813","LumA","3","3","4","4","4"
"F1814","LumA","3","4","5","5","5"
"F1815","Normal","3","4","5","5","5"
"F1816","LumB","2","2","2","2","2"
"F1817","LumB","2","2","3","3","3"
"F1818","Normal","3","4","5","5","5"
"F1819","LumA","2","2","2","2","2"
"F1820","LumA","3","4","5","5","5"
"F1821","LumB","2","2","3","3","3"
"F1822","LumB","2","2","2","2","2"
"F1823","LumA","2","2","2","2","2"
"F1824","LumB","3","4","5","5","5"
"F1825","Her2","3","3","4","4","4"
"F1826","LumA","3","4","5","5","5"
"F1827","LumB","2","2","2","2","2"
"F1828","Basal","1","1","1","1","1"
"F1829","LumA","3","4","5","5","5"
"F1830","LumA","2","2","2","2","2"
"F1831","LumA","2","2","2","2","2"
"F1832","LumA","2","2","3","3","3"
"F1833","Her2","3","3","4","6","6"
"F1834","Normal","3","4","5","5","5"
"F1835","LumA","2","2","2","2","2"
"F1836","LumA","2","2","2","2","2"
"F1837","LumA","2","2","2","2","2"
"F1838","Normal","3","3","4","6","6"
"F1839","Basal","1","1","1","1","1"
"F1840","LumA","2","2","2","2","2"
"F1841","LumA","3","4","5","5","5"
"F1842","Her2","3","3","4","6","6"
"F1843","LumB","2","2","3","3","3"
"F1844","LumA","3","4","5","5","5"
"F1845","LumA","2","2","2","2","2"
"F1846","LumA","3","4","5","5","5"
"F1847","LumB","2","2","2","2","2"
"F1848","LumA","3","4","5","5","5"
"F1849","LumB","3","3","4","4","4"
"F1850","Basal","1","1","1","1","1"
"F1851","Her2","3","3","4","6","6"
"F1852","LumA","2","2","2","2","2"
"F1853","LumB","2","2","3","3","7"
"F1854","LumA","3","4","5","5","5"
"F1855","LumA","2","2","2","2","2"
"F1856","LumA","2","2","3","3","7"
"F1857","LumA","2","2","3","3","7"
"F1858","Basal","1","1","1","1","1"
"F1859","LumB","2","2","2","2","2"
"F1860","LumA","3","4","5","5","5"
"F1861","LumA","2","2","2","2","2"
"F1862","Her2","3","3","4","6","6"
"F1863","Normal","3","4","5","5","5"
"F1864","LumA","2","2","2","2","2"
"F1865","LumA","3","4","5","5","5"
"F1866","LumA","2","2","3","3","7"
"F1867","Her2","3","3","4","6","6"
"F1868","Basal","1","1","1","1","1"
"F1869","LumA","3","4","5","5","5"
"F1870","LumA","2","2","2","2","2"
"F1871","Her2","3","3","4","6","6"
"F1872","LumA","2","2","2","2","2"
"F1873","LumB","2","2","2","2","2"
"F1874","Her2","3","3","4","6","6"
"F1875","LumA","2","2","2","2","2"
"F1876","LumB","2","2","3","3","7"
"F1877","LumA","2","2","2","2","2"
"F1878","LumA","2","2","2","2","2"
"F1879","Her2","2","2","3","3","3"
"F1880","LumB","2","2","3","3","7"
"F1881","LumA","2","2","2","2","2"
"F1882","Basal","1","1","1","1","1"
"F1883","LumA","2","2","3","3","7"
"F1884","LumA","2","2","2","2","2"
"F1885","LumA","2","2","2","2","2"
"F1886","LumA","3","3","4","4","4"
"F1887","LumB","2","2","2","2","2"
"F1888","LumA","2","2","2","2","2"
"F1889","LumA","3","4","5","5","5"
"F1890","Her2","3","3","4","6","6"
"F1891","LumA","3","4","5","5","5"
"F1892","LumB","3","3","4","4","4"
"F1893","LumA","3","4","5","5","5"
"F1894","Her2","3","3","4","6","6"
"F1895","LumA","3","4","5","5","5"
"F1896","LumB","2","2","3","3","3"
"F1897","LumA","2","2","2","2","2"
"F1898","LumB","2","2","3","3","3"
"F1899","LumA","2","2","2","2","2"
"F1900","LumA","2","2","3","3","7"
"F1901","LumA","2","2","3","3","7"
